middlePos	receiverPos	error 높이
[  35.  185.]	[  5.  25.]	4800.0
[  35.  185.]	[  5.  25.]	4800.0
[ 85.  35.]	[   5.  125.]	4800.0
[ 85.  35.]	[   5.  125.]	4800.0
[  85.  175.]	[  5.  25.]	4800.0
[  85.  175.]	[  5.  25.]	4800.0
[ 135.  165.]	[  5.  25.]	4800.0
[ 135.  165.]	[  5.  25.]	4800.0
[ 155.  185.]	[ 25.   5.]	4800.0
[ 165.  135.]	[ 25.   5.]	4800.0
[ 175.   85.]	[ 25.   5.]	4800.0
[ 185.   35.]	[ 25.   5.]	4800.0
[ 185.  155.]	[  5.  25.]	4800.0
[ 185.  155.]	[  5.  25.]	4800.0
[ 35.  95.]	[ 125.    5.]	4850.0
[  45.  185.]	[  5.  25.]	4850.0
[  45.  185.]	[  5.  25.]	4850.0
[ 95.  35.]	[   5.  125.]	4850.0
[ 95.  35.]	[   5.  125.]	4850.0
[  95.  175.]	[  5.  25.]	4850.0
[  95.  175.]	[  5.  25.]	4850.0
[ 145.  165.]	[  5.  25.]	4850.0
[ 145.  165.]	[  5.  25.]	4850.0
[ 155.  195.]	[ 25.   5.]	4850.0
[ 165.  145.]	[ 25.   5.]	4850.0
[ 175.   95.]	[ 25.   5.]	4850.0
[ 185.   45.]	[ 25.   5.]	4850.0
[ 195.  155.]	[  5.  25.]	4850.0
[ 195.  155.]	[  5.  25.]	4850.0
[   5.  195.]	[  5.  25.]	4900.0
[   5.  195.]	[  5.  25.]	4900.0
[  35.  105.]	[ 125.    5.]	4900.0
[  55.  185.]	[  5.  25.]	4900.0
[  55.  185.]	[  5.  25.]	4900.0
[ 105.   35.]	[   5.  125.]	4900.0
[ 105.   35.]	[   5.  125.]	4900.0
[ 105.  175.]	[  5.  25.]	4900.0
[ 105.  175.]	[  5.  25.]	4900.0
[ 155.  165.]	[  5.  25.]	4900.0
[ 155.  165.]	[  5.  25.]	4900.0
[ 165.  155.]	[ 25.   5.]	4900.0
[ 175.  105.]	[ 25.   5.]	4900.0
[ 185.   55.]	[ 25.   5.]	4900.0
[ 195.    5.]	[ 25.   5.]	4900.0
[  15.  195.]	[  5.  25.]	4950.0
[  15.  195.]	[  5.  25.]	4950.0
[  35.  115.]	[ 125.    5.]	4950.0
[  65.  185.]	[  5.  25.]	4950.0
[  65.  185.]	[  5.  25.]	4950.0
[ 115.   35.]	[   5.  125.]	4950.0
[ 115.   35.]	[   5.  125.]	4950.0
[ 115.  175.]	[  5.  25.]	4950.0
[ 115.  175.]	[  5.  25.]	4950.0
[ 165.  165.]	[  5.  25.]	4950.0
[ 165.  165.]	[  5.  25.]	4950.0
[ 165.  165.]	[ 25.   5.]	4950.0
[ 175.  115.]	[ 25.   5.]	4950.0
[ 185.   65.]	[ 25.   5.]	4950.0
[ 195.   15.]	[ 25.   5.]	4950.0
[  5.  35.]	[ 125.  125.]	5000.0
[   5.  175.]	[ 125.   25.]	5000.0
[   5.  195.]	[ 25.  25.]	5000.0
[ 15.   5.]	[ 125.  625.]	5000.0
[ 15.  25.]	[ 125.  125.]	5000.0
[  15.  125.]	[ 125.   25.]	5000.0
[  15.  185.]	[ 25.  25.]	5000.0
[ 25.  15.]	[ 125.  125.]	5000.0
[ 25.  35.]	[  25.  125.]	5000.0
[ 25.  75.]	[ 125.   25.]	5000.0
[  25.  175.]	[ 25.  25.]	5000.0
[  25.  195.]	[  5.  25.]	5000.0
[  25.  195.]	[  5.  25.]	5000.0
[ 35.   5.]	[ 125.  125.]	5000.0
[ 35.  25.]	[ 125.   25.]	5000.0
[  35.  125.]	[ 125.    5.]	5000.0
[  35.  165.]	[ 25.  25.]	5000.0
[  45.  155.]	[ 25.  25.]	5000.0
[  55.  145.]	[ 25.  25.]	5000.0
[  65.  135.]	[ 25.  25.]	5000.0
[ 75.   5.]	[  25.  625.]	5000.0
[ 75.  25.]	[  25.  125.]	5000.0
[  75.  125.]	[ 25.  25.]	5000.0
[  75.  185.]	[  5.  25.]	5000.0
[  75.  185.]	[  5.  25.]	5000.0
[  85.  115.]	[ 25.  25.]	5000.0
[  95.  105.]	[ 25.  25.]	5000.0
[ 105.   95.]	[ 25.  25.]	5000.0
[ 115.   85.]	[ 25.  25.]	5000.0
[ 125.   15.]	[  25.  125.]	5000.0
[ 125.   35.]	[   5.  125.]	5000.0
[ 125.   35.]	[   5.  125.]	5000.0
[ 125.   75.]	[ 25.  25.]	5000.0
[ 125.  175.]	[  5.  25.]	5000.0
[ 125.  175.]	[  5.  25.]	5000.0
[ 135.   65.]	[ 25.  25.]	5000.0
[ 145.   55.]	[ 25.  25.]	5000.0
[ 155.   45.]	[ 25.  25.]	5000.0
[ 165.   35.]	[ 25.  25.]	5000.0
[ 165.  175.]	[ 25.   5.]	5000.0
[ 175.    5.]	[  25.  125.]	5000.0
[ 175.   25.]	[ 25.  25.]	5000.0
[ 175.  125.]	[ 25.   5.]	5000.0
[ 175.  165.]	[  5.  25.]	5000.0
[ 175.  165.]	[  5.  25.]	5000.0
[ 185.   15.]	[ 25.  25.]	5000.0
[ 185.   75.]	[ 25.   5.]	5000.0
[ 195.    5.]	[ 25.  25.]	5000.0
[ 195.   25.]	[ 25.   5.]	5000.0
[  35.  135.]	[ 125.    5.]	5050.0
[  35.  195.]	[  5.  25.]	5050.0
[  35.  195.]	[  5.  25.]	5050.0
[  85.  185.]	[  5.  25.]	5050.0
[  85.  185.]	[  5.  25.]	5050.0
[ 135.   35.]	[   5.  125.]	5050.0
[ 135.   35.]	[   5.  125.]	5050.0
[ 135.  175.]	[  5.  25.]	5050.0
[ 135.  175.]	[  5.  25.]	5050.0
[ 165.  185.]	[ 25.   5.]	5050.0
[ 175.  135.]	[ 25.   5.]	5050.0
[ 185.   85.]	[ 25.   5.]	5050.0
[ 185.  165.]	[  5.  25.]	5050.0
[ 185.  165.]	[  5.  25.]	5050.0
[ 195.   35.]	[ 25.   5.]	5050.0
[  35.  145.]	[ 125.    5.]	5100.0
[  45.  195.]	[  5.  25.]	5100.0
[  45.  195.]	[  5.  25.]	5100.0
[  95.  185.]	[  5.  25.]	5100.0
[  95.  185.]	[  5.  25.]	5100.0
[ 145.   35.]	[   5.  125.]	5100.0
[ 145.   35.]	[   5.  125.]	5100.0
[ 145.  175.]	[  5.  25.]	5100.0
[ 145.  175.]	[  5.  25.]	5100.0
[ 165.  195.]	[ 25.   5.]	5100.0
[ 175.  145.]	[ 25.   5.]	5100.0
[ 185.   95.]	[ 25.   5.]	5100.0
[ 195.   45.]	[ 25.   5.]	5100.0
[ 195.  165.]	[  5.  25.]	5100.0
[ 195.  165.]	[  5.  25.]	5100.0
[  35.  155.]	[ 125.    5.]	5150.0
[  55.  195.]	[  5.  25.]	5150.0
[  55.  195.]	[  5.  25.]	5150.0
[ 105.  185.]	[  5.  25.]	5150.0
[ 105.  185.]	[  5.  25.]	5150.0
[ 155.   35.]	[   5.  125.]	5150.0
[ 155.   35.]	[   5.  125.]	5150.0
[ 155.  175.]	[  5.  25.]	5150.0
[ 155.  175.]	[  5.  25.]	5150.0
[ 175.  155.]	[ 25.   5.]	5150.0
[ 185.  105.]	[ 25.   5.]	5150.0
[ 195.   55.]	[ 25.   5.]	5150.0
[  35.  165.]	[ 125.    5.]	5200.0
[  65.  195.]	[  5.  25.]	5200.0
[  65.  195.]	[  5.  25.]	5200.0
[ 115.  185.]	[  5.  25.]	5200.0
[ 115.  185.]	[  5.  25.]	5200.0
[ 165.   35.]	[   5.  125.]	5200.0
[ 165.   35.]	[   5.  125.]	5200.0
[ 165.  175.]	[  5.  25.]	5200.0
[ 165.  175.]	[  5.  25.]	5200.0
[ 175.  165.]	[ 25.   5.]	5200.0
[ 185.  115.]	[ 25.   5.]	5200.0
[ 195.   65.]	[ 25.   5.]	5200.0
[   5.  185.]	[ 125.   25.]	5250.0
[  15.  135.]	[ 125.   25.]	5250.0
[  15.  195.]	[ 25.  25.]	5250.0
[ 25.  85.]	[ 125.   25.]	5250.0
[  25.  185.]	[ 25.  25.]	5250.0
[ 35.  35.]	[  25.  125.]	5250.0
[ 35.  35.]	[ 125.   25.]	5250.0
[  35.  175.]	[ 25.  25.]	5250.0
[  35.  175.]	[ 125.    5.]	5250.0
[  45.  165.]	[ 25.  25.]	5250.0
[  55.  155.]	[ 25.  25.]	5250.0
[  65.  145.]	[ 25.  25.]	5250.0
[  75.  135.]	[ 25.  25.]	5250.0
[  75.  195.]	[  5.  25.]	5250.0
[  75.  195.]	[  5.  25.]	5250.0
[ 85.   5.]	[  25.  625.]	5250.0
[ 85.  25.]	[  25.  125.]	5250.0
[  85.  125.]	[ 25.  25.]	5250.0
[  95.  115.]	[ 25.  25.]	5250.0
[ 105.  105.]	[ 25.  25.]	5250.0
[ 115.   95.]	[ 25.  25.]	5250.0
[ 125.   85.]	[ 25.  25.]	5250.0
[ 125.  185.]	[  5.  25.]	5250.0
[ 125.  185.]	[  5.  25.]	5250.0
[ 135.   15.]	[  25.  125.]	5250.0
[ 135.   75.]	[ 25.  25.]	5250.0
[ 145.   65.]	[ 25.  25.]	5250.0
[ 155.   55.]	[ 25.  25.]	5250.0
[ 165.   45.]	[ 25.  25.]	5250.0
[ 175.   35.]	[   5.  125.]	5250.0
[ 175.   35.]	[   5.  125.]	5250.0
[ 175.   35.]	[ 25.  25.]	5250.0
[ 175.  175.]	[  5.  25.]	5250.0
[ 175.  175.]	[  5.  25.]	5250.0
[ 175.  175.]	[ 25.   5.]	5250.0
[ 185.    5.]	[  25.  125.]	5250.0
[ 185.   25.]	[ 25.  25.]	5250.0
[ 185.  125.]	[ 25.   5.]	5250.0
[ 195.   15.]	[ 25.  25.]	5250.0
[ 195.   75.]	[ 25.   5.]	5250.0
[  35.  185.]	[ 125.    5.]	5300.0
[  85.  195.]	[  5.  25.]	5300.0
[  85.  195.]	[  5.  25.]	5300.0
[ 135.  185.]	[  5.  25.]	5300.0
[ 135.  185.]	[  5.  25.]	5300.0
[ 175.  185.]	[ 25.   5.]	5300.0
[ 185.   35.]	[   5.  125.]	5300.0
[ 185.   35.]	[   5.  125.]	5300.0
[ 185.  135.]	[ 25.   5.]	5300.0
[ 185.  175.]	[  5.  25.]	5300.0
[ 185.  175.]	[  5.  25.]	5300.0
[ 195.   85.]	[ 25.   5.]	5300.0
[  35.  195.]	[ 125.    5.]	5350.0
[  95.  195.]	[  5.  25.]	5350.0
[  95.  195.]	[  5.  25.]	5350.0
[ 145.  185.]	[  5.  25.]	5350.0
[ 145.  185.]	[  5.  25.]	5350.0
[ 175.  195.]	[ 25.   5.]	5350.0
[ 185.  145.]	[ 25.   5.]	5350.0
[ 195.   35.]	[   5.  125.]	5350.0
[ 195.   35.]	[   5.  125.]	5350.0
[ 195.   95.]	[ 25.   5.]	5350.0
[ 195.  175.]	[  5.  25.]	5350.0
[ 195.  175.]	[  5.  25.]	5350.0
[ 105.  195.]	[  5.  25.]	5400.0
[ 105.  195.]	[  5.  25.]	5400.0
[ 155.  185.]	[  5.  25.]	5400.0
[ 155.  185.]	[  5.  25.]	5400.0
[ 185.  155.]	[ 25.   5.]	5400.0
[ 195.  105.]	[ 25.   5.]	5400.0
[ 115.  195.]	[  5.  25.]	5450.0
[ 115.  195.]	[  5.  25.]	5450.0
[ 165.  185.]	[  5.  25.]	5450.0
[ 165.  185.]	[  5.  25.]	5450.0
[ 185.  165.]	[ 25.   5.]	5450.0
[ 195.  115.]	[ 25.   5.]	5450.0
[   5.  195.]	[ 125.   25.]	5500.0
[  15.  145.]	[ 125.   25.]	5500.0
[ 25.  95.]	[ 125.   25.]	5500.0
[  25.  195.]	[ 25.  25.]	5500.0
[ 35.  45.]	[ 125.   25.]	5500.0
[  35.  185.]	[ 25.  25.]	5500.0
[ 45.  35.]	[  25.  125.]	5500.0
[  45.  175.]	[ 25.  25.]	5500.0
[  55.  165.]	[ 25.  25.]	5500.0
[  65.  155.]	[ 25.  25.]	5500.0
[  75.  145.]	[ 25.  25.]	5500.0
[  85.  135.]	[ 25.  25.]	5500.0
[ 95.   5.]	[  25.  625.]	5500.0
[ 95.  25.]	[  25.  125.]	5500.0
[  95.  125.]	[ 25.  25.]	5500.0
[ 105.  115.]	[ 25.  25.]	5500.0
[ 115.  105.]	[ 25.  25.]	5500.0
[ 125.   95.]	[ 25.  25.]	5500.0
[ 125.  195.]	[  5.  25.]	5500.0
[ 125.  195.]	[  5.  25.]	5500.0
[ 135.   85.]	[ 25.  25.]	5500.0
[ 145.   15.]	[  25.  125.]	5500.0
[ 145.   75.]	[ 25.  25.]	5500.0
[ 155.   65.]	[ 25.  25.]	5500.0
[ 165.   55.]	[ 25.  25.]	5500.0
[ 175.   45.]	[ 25.  25.]	5500.0
[ 175.  185.]	[  5.  25.]	5500.0
[ 175.  185.]	[  5.  25.]	5500.0
[ 185.   35.]	[ 25.  25.]	5500.0
[ 185.  175.]	[ 25.   5.]	5500.0
[ 195.    5.]	[  25.  125.]	5500.0
[ 195.   25.]	[ 25.  25.]	5500.0
[ 195.  125.]	[ 25.   5.]	5500.0
[ 135.  195.]	[  5.  25.]	5550.0
[ 135.  195.]	[  5.  25.]	5550.0
[ 185.  185.]	[  5.  25.]	5550.0
[ 185.  185.]	[  5.  25.]	5550.0
[ 185.  185.]	[ 25.   5.]	5550.0
[ 195.  135.]	[ 25.   5.]	5550.0
[ 145.  195.]	[  5.  25.]	5600.0
[ 145.  195.]	[  5.  25.]	5600.0
[ 185.  195.]	[ 25.   5.]	5600.0
[ 195.  145.]	[ 25.   5.]	5600.0
[ 195.  185.]	[  5.  25.]	5600.0
[ 195.  185.]	[  5.  25.]	5600.0
[  5.  45.]	[   5.  125.]	5650.0
[  5.  45.]	[   5.  125.]	5650.0
[ 45.   5.]	[ 125.    5.]	5650.0
[ 155.  195.]	[  5.  25.]	5650.0
[ 155.  195.]	[  5.  25.]	5650.0
[ 195.  155.]	[ 25.   5.]	5650.0
[ 15.  45.]	[   5.  125.]	5700.0
[ 15.  45.]	[   5.  125.]	5700.0
[ 45.  15.]	[ 125.    5.]	5700.0
[ 165.  195.]	[  5.  25.]	5700.0
[ 165.  195.]	[  5.  25.]	5700.0
[ 195.  165.]	[ 25.   5.]	5700.0
[  5.  45.]	[  25.  125.]	5750.0
[  15.  155.]	[ 125.   25.]	5750.0
[ 25.  45.]	[   5.  125.]	5750.0
[ 25.  45.]	[   5.  125.]	5750.0
[  25.  105.]	[ 125.   25.]	5750.0
[ 35.  55.]	[ 125.   25.]	5750.0
[  35.  195.]	[ 25.  25.]	5750.0
[ 45.   5.]	[ 125.   25.]	5750.0
[ 45.  25.]	[ 125.    5.]	5750.0
[  45.  185.]	[ 25.  25.]	5750.0
[ 55.  35.]	[  25.  125.]	5750.0
[  55.  175.]	[ 25.  25.]	5750.0
[  65.  165.]	[ 25.  25.]	5750.0
[  75.  155.]	[ 25.  25.]	5750.0
[  85.  145.]	[ 25.  25.]	5750.0
[  95.  135.]	[ 25.  25.]	5750.0
[ 105.    5.]	[  25.  625.]	5750.0
[ 105.   25.]	[  25.  125.]	5750.0
[ 105.  125.]	[ 25.  25.]	5750.0
[ 115.  115.]	[ 25.  25.]	5750.0
[ 125.  105.]	[ 25.  25.]	5750.0
[ 135.   95.]	[ 25.  25.]	5750.0
[ 145.   85.]	[ 25.  25.]	5750.0
[ 155.   15.]	[  25.  125.]	5750.0
[ 155.   75.]	[ 25.  25.]	5750.0
[ 165.   65.]	[ 25.  25.]	5750.0
[ 175.   55.]	[ 25.  25.]	5750.0
[ 175.  195.]	[  5.  25.]	5750.0
[ 175.  195.]	[  5.  25.]	5750.0
[ 185.   45.]	[ 25.  25.]	5750.0
[ 195.   35.]	[ 25.  25.]	5750.0
[ 195.  175.]	[ 25.   5.]	5750.0
[ 35.  45.]	[   5.  125.]	5800.0
[ 35.  45.]	[   5.  125.]	5800.0
[ 45.  35.]	[ 125.    5.]	5800.0
[ 185.  195.]	[  5.  25.]	5800.0
[ 185.  195.]	[  5.  25.]	5800.0
[ 195.  185.]	[ 25.   5.]	5800.0
[ 45.  45.]	[   5.  125.]	5850.0
[ 45.  45.]	[   5.  125.]	5850.0
[ 45.  45.]	[ 125.    5.]	5850.0
[ 195.  195.]	[  5.  25.]	5850.0
[ 195.  195.]	[  5.  25.]	5850.0
[ 195.  195.]	[ 25.   5.]	5850.0
[ 45.  55.]	[ 125.    5.]	5900.0
[ 55.  45.]	[   5.  125.]	5900.0
[ 55.  45.]	[   5.  125.]	5900.0
[ 45.  65.]	[ 125.    5.]	5950.0
[ 65.  45.]	[   5.  125.]	5950.0
[ 65.  45.]	[   5.  125.]	5950.0
[ 15.  45.]	[  25.  125.]	6000.0
[  15.  165.]	[ 125.   25.]	6000.0
[  25.  115.]	[ 125.   25.]	6000.0
[ 35.  65.]	[ 125.   25.]	6000.0
[ 45.  15.]	[ 125.   25.]	6000.0
[ 45.  75.]	[ 125.    5.]	6000.0
[  45.  195.]	[ 25.  25.]	6000.0
[  55.  185.]	[ 25.  25.]	6000.0
[ 65.  35.]	[  25.  125.]	6000.0
[  65.  175.]	[ 25.  25.]	6000.0
[ 75.  45.]	[   5.  125.]	6000.0
[ 75.  45.]	[   5.  125.]	6000.0
[  75.  165.]	[ 25.  25.]	6000.0
[  85.  155.]	[ 25.  25.]	6000.0
[  95.  145.]	[ 25.  25.]	6000.0
[ 105.  135.]	[ 25.  25.]	6000.0
[ 115.    5.]	[  25.  625.]	6000.0
[ 115.   25.]	[  25.  125.]	6000.0
[ 115.  125.]	[ 25.  25.]	6000.0
[ 125.  115.]	[ 25.  25.]	6000.0
[ 135.  105.]	[ 25.  25.]	6000.0
[ 145.   95.]	[ 25.  25.]	6000.0
[ 155.   85.]	[ 25.  25.]	6000.0
[ 165.   15.]	[  25.  125.]	6000.0
[ 165.   75.]	[ 25.  25.]	6000.0
[ 175.   65.]	[ 25.  25.]	6000.0
[ 185.   55.]	[ 25.  25.]	6000.0
[ 195.   45.]	[ 25.  25.]	6000.0
[ 45.  85.]	[ 125.    5.]	6050.0
[ 85.  45.]	[   5.  125.]	6050.0
[ 85.  45.]	[   5.  125.]	6050.0
[ 45.  95.]	[ 125.    5.]	6100.0
[ 95.  45.]	[   5.  125.]	6100.0
[ 95.  45.]	[   5.  125.]	6100.0
[  45.  105.]	[ 125.    5.]	6150.0
[ 105.   45.]	[   5.  125.]	6150.0
[ 105.   45.]	[   5.  125.]	6150.0
[  45.  115.]	[ 125.    5.]	6200.0
[ 115.   45.]	[   5.  125.]	6200.0
[ 115.   45.]	[   5.  125.]	6200.0
[  5.  45.]	[ 125.  125.]	6250.0
[ 15.  35.]	[ 125.  125.]	6250.0
[  15.  175.]	[ 125.   25.]	6250.0
[ 25.   5.]	[ 125.  625.]	6250.0
[ 25.  25.]	[ 125.  125.]	6250.0
[ 25.  45.]	[  25.  125.]	6250.0
[  25.  125.]	[ 125.   25.]	6250.0
[ 35.  15.]	[ 125.  125.]	6250.0
[ 35.  75.]	[ 125.   25.]	6250.0
[ 45.   5.]	[ 125.  125.]	6250.0
[ 45.  25.]	[ 125.   25.]	6250.0
[  45.  125.]	[ 125.    5.]	6250.0
[  55.  195.]	[ 25.  25.]	6250.0
[  65.  185.]	[ 25.  25.]	6250.0
[ 75.  35.]	[  25.  125.]	6250.0
[  75.  175.]	[ 25.  25.]	6250.0
[  85.  165.]	[ 25.  25.]	6250.0
[  95.  155.]	[ 25.  25.]	6250.0
[ 105.  145.]	[ 25.  25.]	6250.0
[ 115.  135.]	[ 25.  25.]	6250.0
[ 125.    5.]	[  25.  625.]	6250.0
[ 125.   25.]	[  25.  125.]	6250.0
[ 125.   45.]	[   5.  125.]	6250.0
[ 125.   45.]	[   5.  125.]	6250.0
[ 125.  125.]	[ 25.  25.]	6250.0
[ 135.  115.]	[ 25.  25.]	6250.0
[ 145.  105.]	[ 25.  25.]	6250.0
[ 155.   95.]	[ 25.  25.]	6250.0
[ 165.   85.]	[ 25.  25.]	6250.0
[ 175.   15.]	[  25.  125.]	6250.0
[ 175.   75.]	[ 25.  25.]	6250.0
[ 185.   65.]	[ 25.  25.]	6250.0
[ 195.   55.]	[ 25.  25.]	6250.0
[  45.  135.]	[ 125.    5.]	6300.0
[ 135.   45.]	[   5.  125.]	6300.0
[ 135.   45.]	[   5.  125.]	6300.0
[  45.  145.]	[ 125.    5.]	6350.0
[ 145.   45.]	[   5.  125.]	6350.0
[ 145.   45.]	[   5.  125.]	6350.0
[  45.  155.]	[ 125.    5.]	6400.0
[ 155.   45.]	[   5.  125.]	6400.0
[ 155.   45.]	[   5.  125.]	6400.0
[  45.  165.]	[ 125.    5.]	6450.0
[ 165.   45.]	[   5.  125.]	6450.0
[ 165.   45.]	[   5.  125.]	6450.0
[  15.  185.]	[ 125.   25.]	6500.0
[  25.  135.]	[ 125.   25.]	6500.0
[ 35.  45.]	[  25.  125.]	6500.0
[ 35.  85.]	[ 125.   25.]	6500.0
[ 45.  35.]	[ 125.   25.]	6500.0
[  45.  175.]	[ 125.    5.]	6500.0
[  65.  195.]	[ 25.  25.]	6500.0
[  75.  185.]	[ 25.  25.]	6500.0
[ 85.  35.]	[  25.  125.]	6500.0
[  85.  175.]	[ 25.  25.]	6500.0
[  95.  165.]	[ 25.  25.]	6500.0
[ 105.  155.]	[ 25.  25.]	6500.0
[ 115.  145.]	[ 25.  25.]	6500.0
[ 125.  135.]	[ 25.  25.]	6500.0
[ 135.    5.]	[  25.  625.]	6500.0
[ 135.   25.]	[  25.  125.]	6500.0
[ 135.  125.]	[ 25.  25.]	6500.0
[ 145.  115.]	[ 25.  25.]	6500.0
[ 155.  105.]	[ 25.  25.]	6500.0
[ 165.   95.]	[ 25.  25.]	6500.0
[ 175.   45.]	[   5.  125.]	6500.0
[ 175.   45.]	[   5.  125.]	6500.0
[ 175.   85.]	[ 25.  25.]	6500.0
[ 185.   15.]	[  25.  125.]	6500.0
[ 185.   75.]	[ 25.  25.]	6500.0
[ 195.   65.]	[ 25.  25.]	6500.0
[  45.  185.]	[ 125.    5.]	6550.0
[ 185.   45.]	[   5.  125.]	6550.0
[ 185.   45.]	[   5.  125.]	6550.0
[  45.  195.]	[ 125.    5.]	6600.0
[ 195.   45.]	[   5.  125.]	6600.0
[ 195.   45.]	[   5.  125.]	6600.0
[  15.  195.]	[ 125.   25.]	6750.0
[  25.  145.]	[ 125.   25.]	6750.0
[ 35.  95.]	[ 125.   25.]	6750.0
[ 45.  45.]	[  25.  125.]	6750.0
[ 45.  45.]	[ 125.   25.]	6750.0
[  75.  195.]	[ 25.  25.]	6750.0
[  85.  185.]	[ 25.  25.]	6750.0
[ 95.  35.]	[  25.  125.]	6750.0
[  95.  175.]	[ 25.  25.]	6750.0
[ 105.  165.]	[ 25.  25.]	6750.0
[ 115.  155.]	[ 25.  25.]	6750.0
[ 125.  145.]	[ 25.  25.]	6750.0
[ 135.  135.]	[ 25.  25.]	6750.0
[ 145.    5.]	[  25.  625.]	6750.0
[ 145.   25.]	[  25.  125.]	6750.0
[ 145.  125.]	[ 25.  25.]	6750.0
[ 155.  115.]	[ 25.  25.]	6750.0
[ 165.  105.]	[ 25.  25.]	6750.0
[ 175.   95.]	[ 25.  25.]	6750.0
[ 185.   85.]	[ 25.  25.]	6750.0
[ 195.   15.]	[  25.  125.]	6750.0
[ 195.   75.]	[ 25.  25.]	6750.0
[  5.  55.]	[   5.  125.]	6900.0
[  5.  55.]	[   5.  125.]	6900.0
[ 55.   5.]	[ 125.    5.]	6900.0
[ 15.  55.]	[   5.  125.]	6950.0
[ 15.  55.]	[   5.  125.]	6950.0
[ 55.  15.]	[ 125.    5.]	6950.0
[  5.  55.]	[  25.  125.]	7000.0
[ 25.  55.]	[   5.  125.]	7000.0
[ 25.  55.]	[   5.  125.]	7000.0
[  25.  155.]	[ 125.   25.]	7000.0
[  35.  105.]	[ 125.   25.]	7000.0
[ 45.  55.]	[ 125.   25.]	7000.0
[ 55.   5.]	[ 125.   25.]	7000.0
[ 55.  25.]	[ 125.    5.]	7000.0
[ 55.  45.]	[  25.  125.]	7000.0
[  85.  195.]	[ 25.  25.]	7000.0
[  95.  185.]	[ 25.  25.]	7000.0
[ 105.   35.]	[  25.  125.]	7000.0
[ 105.  175.]	[ 25.  25.]	7000.0
[ 115.  165.]	[ 25.  25.]	7000.0
[ 125.  155.]	[ 25.  25.]	7000.0
[ 135.  145.]	[ 25.  25.]	7000.0
[ 145.  135.]	[ 25.  25.]	7000.0
[ 155.    5.]	[  25.  625.]	7000.0
[ 155.   25.]	[  25.  125.]	7000.0
[ 155.  125.]	[ 25.  25.]	7000.0
[ 165.  115.]	[ 25.  25.]	7000.0
[ 175.  105.]	[ 25.  25.]	7000.0
[ 185.   95.]	[ 25.  25.]	7000.0
[ 195.   85.]	[ 25.  25.]	7000.0
[ 35.  55.]	[   5.  125.]	7050.0
[ 35.  55.]	[   5.  125.]	7050.0
[ 55.  35.]	[ 125.    5.]	7050.0
[ 45.  55.]	[   5.  125.]	7100.0
[ 45.  55.]	[   5.  125.]	7100.0
[ 55.  45.]	[ 125.    5.]	7100.0
[ 55.  55.]	[   5.  125.]	7150.0
[ 55.  55.]	[   5.  125.]	7150.0
[ 55.  55.]	[ 125.    5.]	7150.0
[ 55.  65.]	[ 125.    5.]	7200.0
[ 65.  55.]	[   5.  125.]	7200.0
[ 65.  55.]	[   5.  125.]	7200.0
[ 15.  55.]	[  25.  125.]	7250.0
[  25.  165.]	[ 125.   25.]	7250.0
[  35.  115.]	[ 125.   25.]	7250.0
[ 45.  65.]	[ 125.   25.]	7250.0
[ 55.  15.]	[ 125.   25.]	7250.0
[ 55.  75.]	[ 125.    5.]	7250.0
[ 65.  45.]	[  25.  125.]	7250.0
[ 75.  55.]	[   5.  125.]	7250.0
[ 75.  55.]	[   5.  125.]	7250.0
[  95.  195.]	[ 25.  25.]	7250.0
[ 105.  185.]	[ 25.  25.]	7250.0
[ 115.   35.]	[  25.  125.]	7250.0
[ 115.  175.]	[ 25.  25.]	7250.0
[ 125.  165.]	[ 25.  25.]	7250.0
[ 135.  155.]	[ 25.  25.]	7250.0
[ 145.  145.]	[ 25.  25.]	7250.0
[ 155.  135.]	[ 25.  25.]	7250.0
[ 165.    5.]	[  25.  625.]	7250.0
[ 165.   25.]	[  25.  125.]	7250.0
[ 165.  125.]	[ 25.  25.]	7250.0
[ 175.  115.]	[ 25.  25.]	7250.0
[ 185.  105.]	[ 25.  25.]	7250.0
[ 195.   95.]	[ 25.  25.]	7250.0
[ 55.  85.]	[ 125.    5.]	7300.0
[ 85.  55.]	[   5.  125.]	7300.0
[ 85.  55.]	[   5.  125.]	7300.0
[ 55.  95.]	[ 125.    5.]	7350.0
[ 95.  55.]	[   5.  125.]	7350.0
[ 95.  55.]	[   5.  125.]	7350.0
[  55.  105.]	[ 125.    5.]	7400.0
[ 105.   55.]	[   5.  125.]	7400.0
[ 105.   55.]	[   5.  125.]	7400.0
[  55.  115.]	[ 125.    5.]	7450.0
[ 115.   55.]	[   5.  125.]	7450.0
[ 115.   55.]	[   5.  125.]	7450.0
[  5.  55.]	[ 125.  125.]	7500.0
[ 15.  45.]	[ 125.  125.]	7500.0
[ 25.  35.]	[ 125.  125.]	7500.0
[ 25.  55.]	[  25.  125.]	7500.0
[  25.  175.]	[ 125.   25.]	7500.0
[ 35.   5.]	[ 125.  625.]	7500.0
[ 35.  25.]	[ 125.  125.]	7500.0
[  35.  125.]	[ 125.   25.]	7500.0
[ 45.  15.]	[ 125.  125.]	7500.0
[ 45.  75.]	[ 125.   25.]	7500.0
[ 55.   5.]	[ 125.  125.]	7500.0
[ 55.  25.]	[ 125.   25.]	7500.0
[  55.  125.]	[ 125.    5.]	7500.0
[ 75.  45.]	[  25.  125.]	7500.0
