middlePos	receiverPos	error 높이
[ 55.  25.]	[   5.  125.]	3400.0
[  55.  125.]	[  5.  25.]	3400.0
[  55.  125.]	[  5.  25.]	3400.0
[ 105.  115.]	[  5.  25.]	3400.0
[ 105.  115.]	[  5.  25.]	3400.0
[ 105.  155.]	[ 25.   5.]	3400.0
[ 115.  105.]	[ 25.   5.]	3400.0
[ 125.   55.]	[ 25.   5.]	3400.0
[ 135.    5.]	[ 25.   5.]	3400.0
[ 155.  105.]	[  5.  25.]	3400.0
[ 155.  105.]	[  5.  25.]	3400.0
[  15.  135.]	[  5.  25.]	3450.0
[  15.  135.]	[  5.  25.]	3450.0
[ 25.  65.]	[ 125.    5.]	3450.0
[ 65.   5.]	[   5.  625.]	3450.0
[ 65.   5.]	[   5.  625.]	3450.0
[ 65.  25.]	[   5.  125.]	3450.0
[ 65.  25.]	[   5.  125.]	3450.0
[  65.  125.]	[  5.  25.]	3450.0
[  65.  125.]	[  5.  25.]	3450.0
[ 105.  165.]	[ 25.   5.]	3450.0
[ 115.  115.]	[  5.  25.]	3450.0
[ 115.  115.]	[  5.  25.]	3450.0
[ 115.  115.]	[ 25.   5.]	3450.0
[ 125.   65.]	[ 25.   5.]	3450.0
[ 135.   15.]	[ 25.   5.]	3450.0
[ 165.  105.]	[  5.  25.]	3450.0
[ 165.  105.]	[  5.  25.]	3450.0
[   5.  115.]	[ 125.   25.]	3500.0
[   5.  135.]	[ 25.  25.]	3500.0
[ 15.   5.]	[  25.  625.]	3500.0
[ 15.  25.]	[  25.  125.]	3500.0
[ 15.  65.]	[ 125.   25.]	3500.0
[  15.  125.]	[ 25.  25.]	3500.0
[ 25.  15.]	[ 125.   25.]	3500.0
[ 25.  75.]	[ 125.    5.]	3500.0
[  25.  115.]	[ 25.  25.]	3500.0
[  25.  135.]	[  5.  25.]	3500.0
[  25.  135.]	[  5.  25.]	3500.0
[  35.  105.]	[ 25.  25.]	3500.0
[ 45.  95.]	[ 25.  25.]	3500.0
[ 55.  85.]	[ 25.  25.]	3500.0
[ 65.  15.]	[  25.  125.]	3500.0
[ 65.  75.]	[ 25.  25.]	3500.0
[ 75.   5.]	[   5.  625.]	3500.0
[ 75.   5.]	[   5.  625.]	3500.0
[ 75.  25.]	[   5.  125.]	3500.0
[ 75.  25.]	[   5.  125.]	3500.0
[ 75.  65.]	[ 25.  25.]	3500.0
[  75.  125.]	[  5.  25.]	3500.0
[  75.  125.]	[  5.  25.]	3500.0
[ 85.  55.]	[ 25.  25.]	3500.0
[ 95.  45.]	[ 25.  25.]	3500.0
[ 105.   35.]	[ 25.  25.]	3500.0
[ 105.  175.]	[ 25.   5.]	3500.0
[ 115.    5.]	[  25.  125.]	3500.0
[ 115.   25.]	[ 25.  25.]	3500.0
[ 115.  125.]	[ 25.   5.]	3500.0
[ 125.   15.]	[ 25.  25.]	3500.0
[ 125.   75.]	[ 25.   5.]	3500.0
[ 125.  115.]	[  5.  25.]	3500.0
[ 125.  115.]	[  5.  25.]	3500.0
[ 135.    5.]	[ 25.  25.]	3500.0
[ 135.   25.]	[ 25.   5.]	3500.0
[ 175.  105.]	[  5.  25.]	3500.0
[ 175.  105.]	[  5.  25.]	3500.0
[ 25.  85.]	[ 125.    5.]	3550.0
[  35.  135.]	[  5.  25.]	3550.0
[  35.  135.]	[  5.  25.]	3550.0
[ 85.   5.]	[   5.  625.]	3550.0
[ 85.   5.]	[   5.  625.]	3550.0
[ 85.  25.]	[   5.  125.]	3550.0
[ 85.  25.]	[   5.  125.]	3550.0
[  85.  125.]	[  5.  25.]	3550.0
[  85.  125.]	[  5.  25.]	3550.0
[ 105.  185.]	[ 25.   5.]	3550.0
[ 115.  135.]	[ 25.   5.]	3550.0
[ 125.   85.]	[ 25.   5.]	3550.0
[ 135.   35.]	[ 25.   5.]	3550.0
[ 135.  115.]	[  5.  25.]	3550.0
[ 135.  115.]	[  5.  25.]	3550.0
[ 185.  105.]	[  5.  25.]	3550.0
[ 185.  105.]	[  5.  25.]	3550.0
[ 25.  95.]	[ 125.    5.]	3600.0
[  45.  135.]	[  5.  25.]	3600.0
[  45.  135.]	[  5.  25.]	3600.0
[ 95.   5.]	[   5.  625.]	3600.0
[ 95.   5.]	[   5.  625.]	3600.0
[ 95.  25.]	[   5.  125.]	3600.0
[ 95.  25.]	[   5.  125.]	3600.0
[  95.  125.]	[  5.  25.]	3600.0
[  95.  125.]	[  5.  25.]	3600.0
[ 105.  195.]	[ 25.   5.]	3600.0
[ 115.  145.]	[ 25.   5.]	3600.0
[ 125.   95.]	[ 25.   5.]	3600.0
[ 135.   45.]	[ 25.   5.]	3600.0
[ 145.  115.]	[  5.  25.]	3600.0
[ 145.  115.]	[  5.  25.]	3600.0
[ 195.  105.]	[  5.  25.]	3600.0
[ 195.  105.]	[  5.  25.]	3600.0
[   5.  145.]	[  5.  25.]	3650.0
[   5.  145.]	[  5.  25.]	3650.0
[  25.  105.]	[ 125.    5.]	3650.0
[  55.  135.]	[  5.  25.]	3650.0
[  55.  135.]	[  5.  25.]	3650.0
[ 105.    5.]	[   5.  625.]	3650.0
[ 105.    5.]	[   5.  625.]	3650.0
[ 105.   25.]	[   5.  125.]	3650.0
[ 105.   25.]	[   5.  125.]	3650.0
[ 105.  125.]	[  5.  25.]	3650.0
[ 105.  125.]	[  5.  25.]	3650.0
[ 115.  155.]	[ 25.   5.]	3650.0
[ 125.  105.]	[ 25.   5.]	3650.0
[ 135.   55.]	[ 25.   5.]	3650.0
[ 145.    5.]	[ 25.   5.]	3650.0
[ 155.  115.]	[  5.  25.]	3650.0
[ 155.  115.]	[  5.  25.]	3650.0
[  15.  145.]	[  5.  25.]	3700.0
[  15.  145.]	[  5.  25.]	3700.0
[  25.  115.]	[ 125.    5.]	3700.0
[  65.  135.]	[  5.  25.]	3700.0
[  65.  135.]	[  5.  25.]	3700.0
[ 115.    5.]	[   5.  625.]	3700.0
[ 115.    5.]	[   5.  625.]	3700.0
[ 115.   25.]	[   5.  125.]	3700.0
[ 115.   25.]	[   5.  125.]	3700.0
[ 115.  125.]	[  5.  25.]	3700.0
[ 115.  125.]	[  5.  25.]	3700.0
[ 115.  165.]	[ 25.   5.]	3700.0
[ 125.  115.]	[ 25.   5.]	3700.0
[ 135.   65.]	[ 25.   5.]	3700.0
[ 145.   15.]	[ 25.   5.]	3700.0
[ 165.  115.]	[  5.  25.]	3700.0
[ 165.  115.]	[  5.  25.]	3700.0
[ 5.  5.]	[ 125.  625.]	3750.0
[  5.  25.]	[ 125.  125.]	3750.0
[   5.  125.]	[ 125.   25.]	3750.0
[   5.  145.]	[ 25.  25.]	3750.0
[ 15.  15.]	[ 125.  125.]	3750.0
[ 15.  75.]	[ 125.   25.]	3750.0
[  15.  135.]	[ 25.  25.]	3750.0
[ 25.   5.]	[  25.  625.]	3750.0
[ 25.   5.]	[ 125.  125.]	3750.0
[ 25.  25.]	[  25.  125.]	3750.0
[ 25.  25.]	[ 125.   25.]	3750.0
[  25.  125.]	[ 25.  25.]	3750.0
[  25.  125.]	[ 125.    5.]	3750.0
[  25.  145.]	[  5.  25.]	3750.0
[  25.  145.]	[  5.  25.]	3750.0
[  35.  115.]	[ 25.  25.]	3750.0
[  45.  105.]	[ 25.  25.]	3750.0
[ 55.  95.]	[ 25.  25.]	3750.0
[ 65.  85.]	[ 25.  25.]	3750.0
[ 75.  15.]	[  25.  125.]	3750.0
[ 75.  75.]	[ 25.  25.]	3750.0
[  75.  135.]	[  5.  25.]	3750.0
[  75.  135.]	[  5.  25.]	3750.0
[ 85.  65.]	[ 25.  25.]	3750.0
[ 95.  55.]	[ 25.  25.]	3750.0
[ 105.   45.]	[ 25.  25.]	3750.0
[ 115.   35.]	[ 25.  25.]	3750.0
[ 115.  175.]	[ 25.   5.]	3750.0
[ 125.    5.]	[   5.  625.]	3750.0
[ 125.    5.]	[   5.  625.]	3750.0
[ 125.    5.]	[  25.  125.]	3750.0
[ 125.   25.]	[   5.  125.]	3750.0
[ 125.   25.]	[   5.  125.]	3750.0
[ 125.   25.]	[ 25.  25.]	3750.0
[ 125.  125.]	[  5.  25.]	3750.0
[ 125.  125.]	[  5.  25.]	3750.0
[ 125.  125.]	[ 25.   5.]	3750.0
[ 135.   15.]	[ 25.  25.]	3750.0
[ 135.   75.]	[ 25.   5.]	3750.0
[ 145.    5.]	[ 25.  25.]	3750.0
[ 145.   25.]	[ 25.   5.]	3750.0
[ 175.  115.]	[  5.  25.]	3750.0
[ 175.  115.]	[  5.  25.]	3750.0
[  25.  135.]	[ 125.    5.]	3800.0
[  35.  145.]	[  5.  25.]	3800.0
[  35.  145.]	[  5.  25.]	3800.0
[  85.  135.]	[  5.  25.]	3800.0
[  85.  135.]	[  5.  25.]	3800.0
[ 115.  185.]	[ 25.   5.]	3800.0
[ 125.  135.]	[ 25.   5.]	3800.0
[ 135.    5.]	[   5.  625.]	3800.0
[ 135.    5.]	[   5.  625.]	3800.0
[ 135.   25.]	[   5.  125.]	3800.0
[ 135.   25.]	[   5.  125.]	3800.0
[ 135.   85.]	[ 25.   5.]	3800.0
[ 135.  125.]	[  5.  25.]	3800.0
[ 135.  125.]	[  5.  25.]	3800.0
[ 145.   35.]	[ 25.   5.]	3800.0
[ 185.  115.]	[  5.  25.]	3800.0
[ 185.  115.]	[  5.  25.]	3800.0
[  25.  145.]	[ 125.    5.]	3850.0
[  45.  145.]	[  5.  25.]	3850.0
[  45.  145.]	[  5.  25.]	3850.0
[  95.  135.]	[  5.  25.]	3850.0
[  95.  135.]	[  5.  25.]	3850.0
[ 115.  195.]	[ 25.   5.]	3850.0
[ 125.  145.]	[ 25.   5.]	3850.0
[ 135.   95.]	[ 25.   5.]	3850.0
[ 145.    5.]	[   5.  625.]	3850.0
[ 145.    5.]	[   5.  625.]	3850.0
[ 145.   25.]	[   5.  125.]	3850.0
[ 145.   25.]	[   5.  125.]	3850.0
[ 145.   45.]	[ 25.   5.]	3850.0
[ 145.  125.]	[  5.  25.]	3850.0
[ 145.  125.]	[  5.  25.]	3850.0
[ 195.  115.]	[  5.  25.]	3850.0
[ 195.  115.]	[  5.  25.]	3850.0
[   5.  155.]	[  5.  25.]	3900.0
[   5.  155.]	[  5.  25.]	3900.0
[  25.  155.]	[ 125.    5.]	3900.0
[  55.  145.]	[  5.  25.]	3900.0
[  55.  145.]	[  5.  25.]	3900.0
[ 105.  135.]	[  5.  25.]	3900.0
[ 105.  135.]	[  5.  25.]	3900.0
[ 125.  155.]	[ 25.   5.]	3900.0
[ 135.  105.]	[ 25.   5.]	3900.0
[ 145.   55.]	[ 25.   5.]	3900.0
[ 155.    5.]	[   5.  625.]	3900.0
[ 155.    5.]	[   5.  625.]	3900.0
[ 155.    5.]	[ 25.   5.]	3900.0
[ 155.   25.]	[   5.  125.]	3900.0
[ 155.   25.]	[   5.  125.]	3900.0
[ 155.  125.]	[  5.  25.]	3900.0
[ 155.  125.]	[  5.  25.]	3900.0
[  15.  155.]	[  5.  25.]	3950.0
[  15.  155.]	[  5.  25.]	3950.0
[  25.  165.]	[ 125.    5.]	3950.0
[  65.  145.]	[  5.  25.]	3950.0
[  65.  145.]	[  5.  25.]	3950.0
[ 115.  135.]	[  5.  25.]	3950.0
[ 115.  135.]	[  5.  25.]	3950.0
[ 125.  165.]	[ 25.   5.]	3950.0
[ 135.  115.]	[ 25.   5.]	3950.0
[ 145.   65.]	[ 25.   5.]	3950.0
[ 155.   15.]	[ 25.   5.]	3950.0
[ 165.    5.]	[   5.  625.]	3950.0
[ 165.    5.]	[   5.  625.]	3950.0
[ 165.   25.]	[   5.  125.]	3950.0
[ 165.   25.]	[   5.  125.]	3950.0
[ 165.  125.]	[  5.  25.]	3950.0
[ 165.  125.]	[  5.  25.]	3950.0
[   5.  135.]	[ 125.   25.]	4000.0
[   5.  155.]	[ 25.  25.]	4000.0
[ 15.  85.]	[ 125.   25.]	4000.0
[  15.  145.]	[ 25.  25.]	4000.0
[ 25.  35.]	[ 125.   25.]	4000.0
[  25.  135.]	[ 25.  25.]	4000.0
[  25.  155.]	[  5.  25.]	4000.0
[  25.  155.]	[  5.  25.]	4000.0
[  25.  175.]	[ 125.    5.]	4000.0
[ 35.   5.]	[  25.  625.]	4000.0
[ 35.  25.]	[  25.  125.]	4000.0
[  35.  125.]	[ 25.  25.]	4000.0
[  45.  115.]	[ 25.  25.]	4000.0
[  55.  105.]	[ 25.  25.]	4000.0
[ 65.  95.]	[ 25.  25.]	4000.0
[ 75.  85.]	[ 25.  25.]	4000.0
[  75.  145.]	[  5.  25.]	4000.0
[  75.  145.]	[  5.  25.]	4000.0
[ 85.  15.]	[  25.  125.]	4000.0
[ 85.  75.]	[ 25.  25.]	4000.0
[ 95.  65.]	[ 25.  25.]	4000.0
[ 105.   55.]	[ 25.  25.]	4000.0
[ 115.   45.]	[ 25.  25.]	4000.0
[ 125.   35.]	[ 25.  25.]	4000.0
[ 125.  135.]	[  5.  25.]	4000.0
[ 125.  135.]	[  5.  25.]	4000.0
[ 125.  175.]	[ 25.   5.]	4000.0
[ 135.    5.]	[  25.  125.]	4000.0
[ 135.   25.]	[ 25.  25.]	4000.0
[ 135.  125.]	[ 25.   5.]	4000.0
[ 145.   15.]	[ 25.  25.]	4000.0
[ 145.   75.]	[ 25.   5.]	4000.0
[ 155.    5.]	[ 25.  25.]	4000.0
[ 155.   25.]	[ 25.   5.]	4000.0
[ 175.    5.]	[   5.  625.]	4000.0
[ 175.    5.]	[   5.  625.]	4000.0
[ 175.   25.]	[   5.  125.]	4000.0
[ 175.   25.]	[   5.  125.]	4000.0
[ 175.  125.]	[  5.  25.]	4000.0
[ 175.  125.]	[  5.  25.]	4000.0
[  25.  185.]	[ 125.    5.]	4050.0
[  35.  155.]	[  5.  25.]	4050.0
[  35.  155.]	[  5.  25.]	4050.0
[  85.  145.]	[  5.  25.]	4050.0
[  85.  145.]	[  5.  25.]	4050.0
[ 125.  185.]	[ 25.   5.]	4050.0
[ 135.  135.]	[  5.  25.]	4050.0
[ 135.  135.]	[  5.  25.]	4050.0
[ 135.  135.]	[ 25.   5.]	4050.0
[ 145.   85.]	[ 25.   5.]	4050.0
[ 155.   35.]	[ 25.   5.]	4050.0
[ 185.    5.]	[   5.  625.]	4050.0
[ 185.    5.]	[   5.  625.]	4050.0
[ 185.   25.]	[   5.  125.]	4050.0
[ 185.   25.]	[   5.  125.]	4050.0
[ 185.  125.]	[  5.  25.]	4050.0
[ 185.  125.]	[  5.  25.]	4050.0
[  25.  195.]	[ 125.    5.]	4100.0
[  45.  155.]	[  5.  25.]	4100.0
[  45.  155.]	[  5.  25.]	4100.0
[  95.  145.]	[  5.  25.]	4100.0
[  95.  145.]	[  5.  25.]	4100.0
[ 125.  195.]	[ 25.   5.]	4100.0
[ 135.  145.]	[ 25.   5.]	4100.0
[ 145.   95.]	[ 25.   5.]	4100.0
[ 145.  135.]	[  5.  25.]	4100.0
[ 145.  135.]	[  5.  25.]	4100.0
[ 155.   45.]	[ 25.   5.]	4100.0
[ 195.    5.]	[   5.  625.]	4100.0
[ 195.    5.]	[   5.  625.]	4100.0
[ 195.   25.]	[   5.  125.]	4100.0
[ 195.   25.]	[   5.  125.]	4100.0
[ 195.  125.]	[  5.  25.]	4100.0
[ 195.  125.]	[  5.  25.]	4100.0
[   5.  165.]	[  5.  25.]	4150.0
[   5.  165.]	[  5.  25.]	4150.0
[  55.  155.]	[  5.  25.]	4150.0
[  55.  155.]	[  5.  25.]	4150.0
[ 105.  145.]	[  5.  25.]	4150.0
[ 105.  145.]	[  5.  25.]	4150.0
[ 135.  155.]	[ 25.   5.]	4150.0
[ 145.  105.]	[ 25.   5.]	4150.0
[ 155.   55.]	[ 25.   5.]	4150.0
[ 155.  135.]	[  5.  25.]	4150.0
[ 155.  135.]	[  5.  25.]	4150.0
[ 165.    5.]	[ 25.   5.]	4150.0
[  15.  165.]	[  5.  25.]	4200.0
[  15.  165.]	[  5.  25.]	4200.0
[  65.  155.]	[  5.  25.]	4200.0
[  65.  155.]	[  5.  25.]	4200.0
[ 115.  145.]	[  5.  25.]	4200.0
[ 115.  145.]	[  5.  25.]	4200.0
[ 135.  165.]	[ 25.   5.]	4200.0
[ 145.  115.]	[ 25.   5.]	4200.0
[ 155.   65.]	[ 25.   5.]	4200.0
[ 165.   15.]	[ 25.   5.]	4200.0
[ 165.  135.]	[  5.  25.]	4200.0
[ 165.  135.]	[  5.  25.]	4200.0
[   5.  145.]	[ 125.   25.]	4250.0
[   5.  165.]	[ 25.  25.]	4250.0
[ 15.  95.]	[ 125.   25.]	4250.0
[  15.  155.]	[ 25.  25.]	4250.0
[ 25.  45.]	[ 125.   25.]	4250.0
[  25.  145.]	[ 25.  25.]	4250.0
[  25.  165.]	[  5.  25.]	4250.0
[  25.  165.]	[  5.  25.]	4250.0
[  35.  135.]	[ 25.  25.]	4250.0
[ 45.   5.]	[  25.  625.]	4250.0
[ 45.  25.]	[  25.  125.]	4250.0
[  45.  125.]	[ 25.  25.]	4250.0
[  55.  115.]	[ 25.  25.]	4250.0
[  65.  105.]	[ 25.  25.]	4250.0
[ 75.  95.]	[ 25.  25.]	4250.0
[  75.  155.]	[  5.  25.]	4250.0
[  75.  155.]	[  5.  25.]	4250.0
[ 85.  85.]	[ 25.  25.]	4250.0
[ 95.  15.]	[  25.  125.]	4250.0
[ 95.  75.]	[ 25.  25.]	4250.0
[ 105.   65.]	[ 25.  25.]	4250.0
[ 115.   55.]	[ 25.  25.]	4250.0
[ 125.   45.]	[ 25.  25.]	4250.0
[ 125.  145.]	[  5.  25.]	4250.0
[ 125.  145.]	[  5.  25.]	4250.0
[ 135.   35.]	[ 25.  25.]	4250.0
[ 135.  175.]	[ 25.   5.]	4250.0
[ 145.    5.]	[  25.  125.]	4250.0
[ 145.   25.]	[ 25.  25.]	4250.0
[ 145.  125.]	[ 25.   5.]	4250.0
[ 155.   15.]	[ 25.  25.]	4250.0
[ 155.   75.]	[ 25.   5.]	4250.0
[ 165.    5.]	[ 25.  25.]	4250.0
[ 165.   25.]	[ 25.   5.]	4250.0
[ 175.  135.]	[  5.  25.]	4250.0
[ 175.  135.]	[  5.  25.]	4250.0
[  35.  165.]	[  5.  25.]	4300.0
[  35.  165.]	[  5.  25.]	4300.0
[  85.  155.]	[  5.  25.]	4300.0
[  85.  155.]	[  5.  25.]	4300.0
[ 135.  145.]	[  5.  25.]	4300.0
[ 135.  145.]	[  5.  25.]	4300.0
[ 135.  185.]	[ 25.   5.]	4300.0
[ 145.  135.]	[ 25.   5.]	4300.0
[ 155.   85.]	[ 25.   5.]	4300.0
[ 165.   35.]	[ 25.   5.]	4300.0
[ 185.  135.]	[  5.  25.]	4300.0
[ 185.  135.]	[  5.  25.]	4300.0
[  45.  165.]	[  5.  25.]	4350.0
[  45.  165.]	[  5.  25.]	4350.0
[  95.  155.]	[  5.  25.]	4350.0
[  95.  155.]	[  5.  25.]	4350.0
[ 135.  195.]	[ 25.   5.]	4350.0
[ 145.  145.]	[  5.  25.]	4350.0
[ 145.  145.]	[  5.  25.]	4350.0
[ 145.  145.]	[ 25.   5.]	4350.0
[ 155.   95.]	[ 25.   5.]	4350.0
[ 165.   45.]	[ 25.   5.]	4350.0
[ 195.  135.]	[  5.  25.]	4350.0
[ 195.  135.]	[  5.  25.]	4350.0
[  5.  35.]	[   5.  125.]	4400.0
[  5.  35.]	[   5.  125.]	4400.0
[   5.  175.]	[  5.  25.]	4400.0
[   5.  175.]	[  5.  25.]	4400.0
[ 35.   5.]	[ 125.    5.]	4400.0
[  55.  165.]	[  5.  25.]	4400.0
[  55.  165.]	[  5.  25.]	4400.0
[ 105.  155.]	[  5.  25.]	4400.0
[ 105.  155.]	[  5.  25.]	4400.0
[ 145.  155.]	[ 25.   5.]	4400.0
[ 155.  105.]	[ 25.   5.]	4400.0
[ 155.  145.]	[  5.  25.]	4400.0
[ 155.  145.]	[  5.  25.]	4400.0
[ 165.   55.]	[ 25.   5.]	4400.0
[ 175.    5.]	[ 25.   5.]	4400.0
[ 15.  35.]	[   5.  125.]	4450.0
[ 15.  35.]	[   5.  125.]	4450.0
[  15.  175.]	[  5.  25.]	4450.0
[  15.  175.]	[  5.  25.]	4450.0
[ 35.  15.]	[ 125.    5.]	4450.0
[  65.  165.]	[  5.  25.]	4450.0
[  65.  165.]	[  5.  25.]	4450.0
[ 115.  155.]	[  5.  25.]	4450.0
[ 115.  155.]	[  5.  25.]	4450.0
[ 145.  165.]	[ 25.   5.]	4450.0
[ 155.  115.]	[ 25.   5.]	4450.0
[ 165.   65.]	[ 25.   5.]	4450.0
[ 165.  145.]	[  5.  25.]	4450.0
[ 165.  145.]	[  5.  25.]	4450.0
[ 175.   15.]	[ 25.   5.]	4450.0
[  5.  35.]	[  25.  125.]	4500.0
[   5.  155.]	[ 125.   25.]	4500.0
[   5.  175.]	[ 25.  25.]	4500.0
[  15.  105.]	[ 125.   25.]	4500.0
[  15.  165.]	[ 25.  25.]	4500.0
[ 25.  35.]	[   5.  125.]	4500.0
[ 25.  35.]	[   5.  125.]	4500.0
[ 25.  55.]	[ 125.   25.]	4500.0
[  25.  155.]	[ 25.  25.]	4500.0
[  25.  175.]	[  5.  25.]	4500.0
[  25.  175.]	[  5.  25.]	4500.0
[ 35.   5.]	[ 125.   25.]	4500.0
[ 35.  25.]	[ 125.    5.]	4500.0
[  35.  145.]	[ 25.  25.]	4500.0
[  45.  135.]	[ 25.  25.]	4500.0
[ 55.   5.]	[  25.  625.]	4500.0
[ 55.  25.]	[  25.  125.]	4500.0
[  55.  125.]	[ 25.  25.]	4500.0
[  65.  115.]	[ 25.  25.]	4500.0
[  75.  105.]	[ 25.  25.]	4500.0
[  75.  165.]	[  5.  25.]	4500.0
[  75.  165.]	[  5.  25.]	4500.0
[ 85.  95.]	[ 25.  25.]	4500.0
[ 95.  85.]	[ 25.  25.]	4500.0
[ 105.   15.]	[  25.  125.]	4500.0
[ 105.   75.]	[ 25.  25.]	4500.0
[ 115.   65.]	[ 25.  25.]	4500.0
[ 125.   55.]	[ 25.  25.]	4500.0
[ 125.  155.]	[  5.  25.]	4500.0
[ 125.  155.]	[  5.  25.]	4500.0
[ 135.   45.]	[ 25.  25.]	4500.0
[ 145.   35.]	[ 25.  25.]	4500.0
[ 145.  175.]	[ 25.   5.]	4500.0
[ 155.    5.]	[  25.  125.]	4500.0
[ 155.   25.]	[ 25.  25.]	4500.0
[ 155.  125.]	[ 25.   5.]	4500.0
[ 165.   15.]	[ 25.  25.]	4500.0
[ 165.   75.]	[ 25.   5.]	4500.0
[ 175.    5.]	[ 25.  25.]	4500.0
[ 175.   25.]	[ 25.   5.]	4500.0
[ 175.  145.]	[  5.  25.]	4500.0
[ 175.  145.]	[  5.  25.]	4500.0
[ 35.  35.]	[   5.  125.]	4550.0
[ 35.  35.]	[   5.  125.]	4550.0
[ 35.  35.]	[ 125.    5.]	4550.0
[  35.  175.]	[  5.  25.]	4550.0
[  35.  175.]	[  5.  25.]	4550.0
[  85.  165.]	[  5.  25.]	4550.0
[  85.  165.]	[  5.  25.]	4550.0
[ 135.  155.]	[  5.  25.]	4550.0
[ 135.  155.]	[  5.  25.]	4550.0
[ 145.  185.]	[ 25.   5.]	4550.0
[ 155.  135.]	[ 25.   5.]	4550.0
[ 165.   85.]	[ 25.   5.]	4550.0
[ 175.   35.]	[ 25.   5.]	4550.0
[ 185.  145.]	[  5.  25.]	4550.0
[ 185.  145.]	[  5.  25.]	4550.0
[ 35.  45.]	[ 125.    5.]	4600.0
[ 45.  35.]	[   5.  125.]	4600.0
[ 45.  35.]	[   5.  125.]	4600.0
[  45.  175.]	[  5.  25.]	4600.0
[  45.  175.]	[  5.  25.]	4600.0
[  95.  165.]	[  5.  25.]	4600.0
[  95.  165.]	[  5.  25.]	4600.0
[ 145.  155.]	[  5.  25.]	4600.0
[ 145.  155.]	[  5.  25.]	4600.0
[ 145.  195.]	[ 25.   5.]	4600.0
[ 155.  145.]	[ 25.   5.]	4600.0
[ 165.   95.]	[ 25.   5.]	4600.0
[ 175.   45.]	[ 25.   5.]	4600.0
[ 195.  145.]	[  5.  25.]	4600.0
[ 195.  145.]	[  5.  25.]	4600.0
[   5.  185.]	[  5.  25.]	4650.0
[   5.  185.]	[  5.  25.]	4650.0
[ 35.  55.]	[ 125.    5.]	4650.0
[ 55.  35.]	[   5.  125.]	4650.0
[ 55.  35.]	[   5.  125.]	4650.0
[  55.  175.]	[  5.  25.]	4650.0
[  55.  175.]	[  5.  25.]	4650.0
[ 105.  165.]	[  5.  25.]	4650.0
[ 105.  165.]	[  5.  25.]	4650.0
[ 155.  155.]	[  5.  25.]	4650.0
[ 155.  155.]	[  5.  25.]	4650.0
[ 155.  155.]	[ 25.   5.]	4650.0
[ 165.  105.]	[ 25.   5.]	4650.0
[ 175.   55.]	[ 25.   5.]	4650.0
[ 185.    5.]	[ 25.   5.]	4650.0
[  15.  185.]	[  5.  25.]	4700.0
[  15.  185.]	[  5.  25.]	4700.0
[ 35.  65.]	[ 125.    5.]	4700.0
[ 65.  35.]	[   5.  125.]	4700.0
[ 65.  35.]	[   5.  125.]	4700.0
[  65.  175.]	[  5.  25.]	4700.0
[  65.  175.]	[  5.  25.]	4700.0
[ 115.  165.]	[  5.  25.]	4700.0
[ 115.  165.]	[  5.  25.]	4700.0
[ 155.  165.]	[ 25.   5.]	4700.0
[ 165.  115.]	[ 25.   5.]	4700.0
[ 165.  155.]	[  5.  25.]	4700.0
[ 165.  155.]	[  5.  25.]	4700.0
[ 175.   65.]	[ 25.   5.]	4700.0
[ 185.   15.]	[ 25.   5.]	4700.0
[   5.  165.]	[ 125.   25.]	4750.0
[   5.  185.]	[ 25.  25.]	4750.0
[ 15.  35.]	[  25.  125.]	4750.0
[  15.  115.]	[ 125.   25.]	4750.0
[  15.  175.]	[ 25.  25.]	4750.0
[ 25.  65.]	[ 125.   25.]	4750.0
[  25.  165.]	[ 25.  25.]	4750.0
[  25.  185.]	[  5.  25.]	4750.0
[  25.  185.]	[  5.  25.]	4750.0
[ 35.  15.]	[ 125.   25.]	4750.0
[ 35.  75.]	[ 125.    5.]	4750.0
[  35.  155.]	[ 25.  25.]	4750.0
[  45.  145.]	[ 25.  25.]	4750.0
[  55.  135.]	[ 25.  25.]	4750.0
[ 65.   5.]	[  25.  625.]	4750.0
[ 65.  25.]	[  25.  125.]	4750.0
[  65.  125.]	[ 25.  25.]	4750.0
[ 75.  35.]	[   5.  125.]	4750.0
[ 75.  35.]	[   5.  125.]	4750.0
[  75.  115.]	[ 25.  25.]	4750.0
[  75.  175.]	[  5.  25.]	4750.0
[  75.  175.]	[  5.  25.]	4750.0
[  85.  105.]	[ 25.  25.]	4750.0
[ 95.  95.]	[ 25.  25.]	4750.0
[ 105.   85.]	[ 25.  25.]	4750.0
[ 115.   15.]	[  25.  125.]	4750.0
[ 115.   75.]	[ 25.  25.]	4750.0
[ 125.   65.]	[ 25.  25.]	4750.0
[ 125.  165.]	[  5.  25.]	4750.0
[ 125.  165.]	[  5.  25.]	4750.0
[ 135.   55.]	[ 25.  25.]	4750.0
[ 145.   45.]	[ 25.  25.]	4750.0
[ 155.   35.]	[ 25.  25.]	4750.0
[ 155.  175.]	[ 25.   5.]	4750.0
[ 165.    5.]	[  25.  125.]	4750.0
[ 165.   25.]	[ 25.  25.]	4750.0
[ 165.  125.]	[ 25.   5.]	4750.0
[ 175.   15.]	[ 25.  25.]	4750.0
[ 175.   75.]	[ 25.   5.]	4750.0
[ 175.  155.]	[  5.  25.]	4750.0
[ 175.  155.]	[  5.  25.]	4750.0
[ 185.    5.]	[ 25.  25.]	4750.0
[ 185.   25.]	[ 25.   5.]	4750.0
[ 35.  85.]	[ 125.    5.]	4800.0
